[PokaPoka @ 70215ms/51s/58m/11h, 27d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 116400ms/52s/58m/11h, 27d/6mo/2021y] --> Mouse interacted with hotbar slot(8) --> removed from inventory
[PokaPoka @ 799524ms/52s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(232-62-19), size(50-50) @ pos(502-48)] interacted with hotbar slot(9) --> added to inventory
[PokaPoka @ 799524ms/52s/58m/11h, 27d/6mo/2021y] --> Overflow item Entity[rgb(229-253-52), size(50-50) @ pos(500.0-375.0)] interacted with hotbar slot(8) --> added to inventory
[PokaPoka @ 853586ms/53s/58m/11h, 27d/6mo/2021y] --> Mouse interacted with hotbar slot(9) --> removed from inventory
[PokaPoka @ 493651ms/54s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(232-62-19), size(50-50) @ pos(461-54)] interacted with hotbar slot(8) --> added to inventory
[PokaPoka @ 493651ms/54s/58m/11h, 27d/6mo/2021y] --> Overflow item Entity[rgb(229-253-52), size(50-50) @ pos(500.0-375.0)] interacted with hotbar slot(9) --> added to inventory
[PokaPoka @ 677428ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(485-57)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(229-253-52), size(50-50) @ pos(1316-50)]
[PokaPoka @ 691692ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 707144ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 720112ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 732723ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 745686ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 760909ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 775540ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 789708ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
[PokaPoka @ 802678ms/56s/58m/11h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1316-50)]
