[PokaPoka @ 859848ms/32s/0m/12h, 27d/6mo/2021y] --> Beginning game startup and startup-finish
[PokaPoka @ 402328ms/33s/0m/12h, 27d/6mo/2021y] --> Mouse interacted with hotbar slot(8) --> removed from inventory
[PokaPoka @ 838683ms/33s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(162-71-198), size(50-50) @ pos(495-46)] interacted with hotbar slot(9) --> added to inventory
[PokaPoka @ 838683ms/33s/0m/12h, 27d/6mo/2021y] --> Overflow item Entity[rgb(176-159-43), size(50-50) @ pos(500.0-375.0)] interacted with hotbar slot(8) --> added to inventory
[PokaPoka @ 59394ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(497-63)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(162-71-198), size(50-50) @ pos(1230-50)]
[PokaPoka @ 74361ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 87738ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 101703ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 114664ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 127635ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 144588ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 160545ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 175504ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 190463ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 205422ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 218388ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 231353ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 245318ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 260305ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 276262ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 290224ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 304157ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 318161ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 334081ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 348041ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 365034ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 381503ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 396462ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
[PokaPoka @ 411452ms/36s/0m/12h, 27d/6mo/2021y] --> Item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)] interacted with hotbar slot(9) resulting in overflow --> Dropped item Entity[rgb(255-255-255), size(50-50) @ pos(1230-50)]
